Id,Category
1145,0
1146,1
1147,1
1148,0
1149,4
1150,1
1151,1
1152,7
1153,1
1154,6
1155,1
1156,1
1157,2
1158,1
1159,1
1160,7
1161,4
1162,1
1163,1
1164,1
1165,1
1166,1
1167,0
1168,2
1169,1
1170,4
1171,6
1172,7
1173,1
1174,7
1175,4
1176,7
1177,1
1178,7
1179,1
1180,1
1181,5
1182,1
1183,4
1184,4
1185,1
1186,1
1187,4
1188,7
1189,1
1190,1
1191,5
1192,1
1193,5
1194,1
1195,1
1196,4
1197,4
1198,1
1199,1
1200,4
1201,7
1202,7
1203,4
1204,4
1205,1
1206,6
1207,2
1208,1
1209,7
1210,4
1211,7
1212,1
1213,1
1214,6
1215,5
1216,1
1217,1
1218,5
1219,4
1220,7
1221,1
1222,0
1223,3
1224,7
1225,1
1226,1
1227,7
1228,6
1229,7
1230,0
1231,1
1232,0
1233,0
1234,4
1235,1
1236,7
1237,1
1238,6
1239,1
1240,1
1241,6
1242,1
1243,4
1244,1
1245,1
1246,4
1247,5
1248,7
1249,7
1250,5
1251,7
1252,1
1253,1
1254,1
1255,7
1256,4
1257,6
1258,1
1259,7
1260,4
1261,7
1262,6
1263,1
1264,1
1265,4
1266,4
1267,1
1268,7
1269,5
1270,6
1271,0
1272,1
1273,1
1274,1
1275,6
1276,1
1277,7
1278,7
1279,4
1280,0
1281,1
1282,7
1283,1
1284,4
1285,1
1286,7
1287,0
1288,7
1289,1
1290,1
1291,3
1292,0
1293,1
1294,4
1295,4
1296,1
1297,6
1298,1
1299,7
1300,7
1301,1
1302,6
1303,4
1304,1
1305,4
1306,7
1307,5
1308,1
1309,4
1310,1
1311,2
1312,5
1313,4
1314,1
1315,7
1316,1
1317,7
1318,6
1319,1
1320,1
1321,7
1322,1
1323,7
1324,6
1325,4
1326,9
1327,4
1328,1
1329,1
1330,5
1331,1
1332,7
1333,1
1334,5
1335,5
1336,7
1337,0
1338,7
1339,7
1340,1
1341,5
1342,5
1343,1
1344,1
1345,7
1346,1
1347,1
1348,1
1349,4
1350,4
1351,4
1352,6
1353,1
1354,7
1355,7
1356,2
1357,1
1358,7
1359,1
1360,5
1361,1
1362,1
1363,6
1364,7
1365,1
1366,6
1367,1
1368,7
1369,7
1370,1
1371,5
1372,0
1373,4
1374,7
1375,6
1376,4
1377,1
1378,5
1379,4
1380,7
1381,1
1382,7
1383,4
1384,2
1385,6
1386,1
1387,1
1388,5
1389,5
1390,6
1391,7
1392,1
1393,6
1394,4
1395,0
1396,4
1397,5
1398,1
1399,7
1400,5
1401,1
1402,0
1403,2
1404,4
1405,7
1406,6
1407,7
1408,4
1409,1
1410,1
1411,1
1412,1
1413,1
1414,0
1415,6
1416,5
1417,7
1418,1
1419,7
1420,1
1421,1
1422,1
1423,1
1424,7
1425,7
1426,6
1427,7
1428,1
1429,1
1430,5
1431,7
1432,4
1433,1
1434,1
1435,1
1436,9
1437,5
1438,1
1439,4
1440,7
1441,1
1442,6
1443,0
1444,7
1445,4
1446,6
1447,1
1448,4
1449,1
1450,7
1451,1
1452,6
1453,1
1454,6
1455,4
1456,1
1457,1
1458,4
1459,7
1460,4
1461,4
1462,1
1463,1
1464,1
1465,7
1466,1
1467,7
1468,7
1469,4
1470,7
1471,7
1472,1
1473,7
1474,1
1475,5
1476,1
1477,4
1478,5
1479,4
1480,0
1481,4
1482,7
1483,1
1484,1
1485,1
1486,6
1487,5
1488,1
1489,1
1490,7
1491,7
1492,1
1493,6
1494,0
1495,1
1496,1
1497,0
1498,1
1499,6
1500,1
1501,0
1502,5
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,0
1510,5
1511,4
1512,5
1513,1
1514,5
1515,7
1516,1
1517,6
1518,4
1519,7
1520,5
1521,1
1522,7
1523,7
1524,7
1525,1
1526,1
1527,2
1528,1
1529,4
1530,9
1531,1
1532,4
1533,0
1534,1
1535,1
1536,1
1537,1
1538,7
1539,1
1540,4
1541,1
1542,1
1543,0
1544,0
1545,7
1546,1
1547,1
1548,0
1549,1
1550,1
1551,1
1552,1
1553,1
1554,4
1555,6
1556,6
1557,5
1558,1
1559,1
1560,7
1561,1
1562,1
1563,7
1564,7
1565,7
1566,7
1567,0
1568,1
1569,6
1570,7
1571,1
1572,7
1573,7
1574,0
1575,1
1576,7
1577,6
1578,1
1579,1
1580,0
1581,1
1582,4
1583,1
1584,1
1585,1
1586,4
1587,6
1588,4
1589,4
1590,4
1591,7
1592,1
1593,6
1594,1
1595,5
1596,1
1597,7
1598,1
1599,7
1600,0
1601,6
1602,1
1603,5
1604,5
1605,7
1606,5
1607,0
1608,4
1609,0
1610,1
1611,1
1612,7
1613,7
1614,1
1615,4
1616,0
1617,4
1618,1
1619,1
1620,1
1621,1
1622,1
1623,7
1624,1
1625,4
1626,1
1627,7
1628,1
1629,1
1630,1
1631,1
1632,1
1633,6
1634,4
1635,4
1636,1
1637,7
1638,1
1639,6
1640,1
1641,5
1642,1
1643,2
1644,1
1645,1
1646,1
1647,1
1648,4
1649,6
1650,5
1651,6
1652,1
1653,7
1654,4
1655,4
1656,1
1657,0
1658,4
1659,1
1660,1
1661,1
1662,4
1663,5
1664,6
1665,4
1666,1
1667,0
1668,0
1669,4
1670,4
1671,6
1672,0
1673,1
1674,4
1675,7
1676,7
1677,7
1678,4
1679,4
1680,1
1681,0
1682,6
1683,1
1684,1
1685,4
1686,1
1687,0
1688,0
1689,1
1690,1
1691,1
1692,1
1693,1
1694,7
1695,7
1696,1
1697,1
1698,6
1699,4
1700,1
1701,1
1702,1
1703,5
1704,1
1705,5
1706,1
1707,4
1708,1
1709,1
1710,1
1711,4
1712,6
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,7
1720,6
1721,1
1722,1
1723,4
1724,2
1725,1
1726,7
1727,1
1728,6
1729,1
1730,1
1731,1
1732,6
1733,7
1734,1
1735,1
1736,6
1737,7
1738,7
1739,5
1740,1
1741,7
1742,1
1743,4
1744,1
1745,1
1746,1
1747,1
1748,6
1749,1
1750,1
1751,5
1752,4
1753,4
1754,1
1755,7
1756,4
1757,4
1758,7
1759,5
1760,7
1761,0
1762,1
1763,1
1764,5
1765,4
1766,5
1767,0
1768,4
1769,4
1770,6
1771,1
1772,1
1773,7
1774,6
1775,5
1776,7
1777,1
1778,1
1779,1
1780,1
1781,7
1782,1
1783,7
1784,5
1785,1
1786,0
1787,1
1788,0
1789,7
1790,4
1791,7
1792,4
1793,0
1794,7
1795,5
1796,7
1797,1
1798,1
1799,6
1800,0
1801,1
1802,5
1803,7
1804,1
1805,7
1806,1
1807,1
1808,1
1809,4
1810,6
1811,1
1812,1
1813,7
1814,7
1815,1
1816,7
1817,7
1818,1
1819,1
1820,1
1821,7
1822,1
1823,5
1824,6
1825,7
1826,6
1827,1
1828,4
1829,6
1830,7
1831,7
1832,5
1833,5
1834,5
1835,4
1836,1
1837,1
1838,4
1839,0
1840,7
1841,1
1842,7
1843,7
1844,1
1845,0
1846,7
1847,4
1848,7
1849,1
1850,6
1851,7
1852,1
1853,1
1854,7
1855,4
1856,1
1857,0
1858,1
1859,1
1860,7
1861,4
1862,0
1863,1
1864,4
1865,6
1866,1
1867,4
1868,1
1869,0
1870,4
1871,7
1872,5
1873,1
1874,5
1875,1
1876,6
1877,7
1878,1
1879,1
1880,7
1881,1
1882,1
1883,1
1884,1
1885,7
1886,4
1887,4
1888,6
1889,6
1890,1
1891,0
1892,7
1893,1
1894,4
1895,7
1896,1
1897,4
1898,1
1899,1
1900,1
1901,1
1902,7
1903,1
1904,5
1905,1
1906,6
1907,4
1908,4
1909,7
1910,1
1911,1
1912,4
1913,1
1914,1
1915,6
1916,7
1917,1
1918,1
1919,4
1920,7
1921,4
1922,1
1923,5
1924,6
1925,5
1926,4
1927,1
1928,1
1929,6
1930,1
1931,1
1932,1
1933,1
1934,0
1935,4
1936,1
1937,1
1938,1
1939,1
1940,4
1941,6
1942,1
1943,4
1944,0
1945,1
1946,7
1947,1
1948,4
1949,1
1950,7
1951,4
1952,1
1953,4
1954,1
1955,1
1956,1
1957,1
1958,1
1959,7
1960,1
1961,1
1962,1
1963,7
1964,0
1965,6
1966,1
1967,1
1968,4
1969,0
1970,1
1971,7
1972,1
1973,6
1974,1
1975,2
1976,1
1977,1
1978,4
1979,6
1980,1
1981,1
1982,7
1983,1
1984,4
1985,0
1986,1
1987,6
1988,5
1989,0
1990,6
1991,4
1992,0
1993,1
1994,0
1995,1
1996,1
1997,4
1998,6
1999,4
2000,5
2001,5
2002,6
2003,5
2004,1
2005,7
2006,4
2007,1
2008,7
2009,6
2010,7
2011,1
2012,4
2013,1
2014,7
2015,1
2016,6
2017,6
2018,7
2019,4
2020,7
2021,2
2022,1
2023,7
2024,1
2025,1
2026,1
2027,1
2028,4
2029,4
2030,6
2031,1
2032,1
2033,4
2034,1
2035,5
2036,0
2037,7
2038,1
2039,4
2040,1
2041,7
2042,6
2043,1
2044,7
2045,7
2046,0
2047,5
2048,1
2049,5
2050,1
2051,1
2052,1
2053,1
2054,0
2055,1
2056,7
2057,1
2058,0
2059,1
2060,7
2061,1
2062,1
2063,7
2064,7
2065,4
2066,0
2067,1
2068,1
2069,4
2070,2
2071,4
2072,1
2073,7
2074,1
2075,1
2076,1
2077,5
2078,1
2079,1
2080,5
2081,4
2082,1
2083,4
2084,1
2085,5
2086,6
2087,4
2088,1
2089,1
2090,1
2091,1
2092,0
2093,1
2094,0
2095,1
2096,6
2097,4
2098,6
2099,1
2100,1
2101,4
2102,1
2103,1
2104,4
2105,1
2106,1
2107,4
2108,1
2109,6
2110,7
2111,1
2112,4
2113,7
2114,1
2115,1
2116,4
2117,6
2118,4
2119,4
2120,7
2121,5
2122,1
2123,1
2124,5
2125,1
2126,1
2127,6
2128,6
2129,1
2130,7
2131,1
2132,1
2133,4
2134,5
2135,5
2136,1
2137,6
2138,7
2139,2
2140,6
2141,5
2142,0
2143,1
2144,4
2145,1
2146,9
2147,0
2148,1
2149,1
2150,4
2151,1
2152,7
2153,7
2154,1
2155,7
2156,0
2157,1
2158,1
2159,6
2160,1
2161,4
2162,5
2163,1
2164,4
2165,1
2166,7
2167,5
2168,6
2169,5
2170,1
2171,1
2172,4
2173,4
2174,1
2175,7
2176,4
2177,1
2178,7
2179,6
2180,4
2181,1
2182,7
2183,1
2184,4
2185,7
2186,1
2187,4
2188,1
2189,5
2190,7
2191,4
2192,4
2193,1
2194,1
2195,5
2196,1
2197,4
2198,1
2199,1
2200,1
2201,4
2202,4
2203,1
2204,7
2205,7
2206,6
2207,7
2208,4
2209,1
2210,2
2211,0
2212,1
2213,1
2214,5
2215,6
2216,1
2217,1
2218,5
2219,1
2220,1
2221,1
2222,1
2223,1
2224,6
2225,1
2226,1
2227,7
2228,1
2229,1
2230,7
2231,7
2232,4
2233,1
2234,7
2235,7
2236,1
2237,6
2238,6
2239,1
2240,6
2241,1
2242,0
2243,1
2244,6
2245,1
2246,1
2247,7
2248,4
2249,2
2250,1
2251,1
2252,2
2253,1
2254,1
2255,7
2256,4
2257,7
2258,4
2259,1
2260,0
2261,1
2262,1
2263,5
2264,5
2265,7
2266,4
2267,1
2268,7
2269,5
2270,4
2271,1
2272,7
2273,7
2274,1
2275,1
2276,7
2277,1
2278,1
2279,7
2280,1
2281,1
2282,1
2283,6
2284,1
2285,7
2286,1
2287,1
2288,1
2289,7
2290,1
2291,0
2292,1
2293,7
2294,5
2295,5
2296,6
2297,1
2298,4
2299,1
2300,1
2301,1
2302,0
2303,1
2304,0
2305,6
2306,7
2307,7
2308,1
2309,6
2310,1
2311,5
2312,1
2313,1
2314,0
2315,1
2316,0
2317,6
2318,4
2319,1
2320,1
2321,1
2322,1
2323,6
2324,7
2325,6
2326,1
2327,7
2328,1
2329,6
2330,1
2331,7
2332,6
2333,1
2334,4
2335,7
2336,5
2337,1
2338,4
2339,7
2340,1
2341,1
2342,1
2343,1
2344,6
2345,1
2346,7
2347,1
2348,6
2349,1
2350,4
2351,7
2352,7
2353,0
2354,1
2355,1
2356,1
2357,1
2358,6
2359,4
2360,7
2361,1
2362,5
2363,1
2364,1
2365,7
2366,6
2367,7
2368,1
2369,7
2370,5
2371,4
2372,1
2373,1
2374,1
2375,1
2376,7
2377,7
2378,2
2379,1
2380,7
2381,1
2382,1
2383,7
2384,4
2385,1
2386,7
2387,4
2388,1
2389,2
2390,1
2391,1
2392,1
2393,1
2394,6
2395,1
2396,4
2397,6
2398,4
2399,1
2400,4
2401,4
2402,6
2403,4
2404,1
2405,7
2406,7
2407,1
2408,7
2409,0
2410,6
2411,7
2412,7
2413,7
2414,4
2415,0
2416,6
2417,1
2418,1
2419,7
2420,7
2421,1
2422,7
2423,1
2424,7
2425,5
2426,1
2427,1
2428,1
2429,1
2430,6
2431,5
2432,1
2433,1
2434,7
2435,1
2436,1
2437,5
2438,4
2439,5
2440,1
2441,1
2442,1
2443,7
2444,1
2445,7
2446,0
2447,0
2448,7
2449,7
2450,1
2451,5
2452,1
2453,7
2454,1
2455,0
2456,1
2457,6
2458,1
2459,7
2460,5
2461,1
2462,1
2463,1
2464,1
2465,6
2466,0
2467,0
2468,4
2469,6
2470,7
2471,7
2472,1
2473,7
2474,1
2475,1
2476,1
2477,1
2478,4
2479,6
2480,9
2481,1
2482,7
2483,7
2484,0
2485,1
2486,7
2487,4
2488,1
2489,0
2490,4
2491,1
2492,1
2493,1
2494,4
2495,1
2496,4
2497,1
2498,4
2499,0
2500,7
2501,7
2502,1
2503,1
2504,1
2505,1
2506,1
2507,7
2508,1
2509,4
2510,0
2511,1
2512,5
2513,1
2514,1
2515,4
2516,7
2517,5
2518,4
2519,0
2520,7
2521,6
2522,1
2523,6
2524,1
2525,0
2526,1
2527,1
2528,7
2529,7
2530,5
2531,1
2532,4
2533,7
2534,9
2535,4
2536,1
2537,7
2538,0
2539,1
2540,6
2541,1
2542,7
2543,1
2544,1
2545,1
2546,1
2547,4
2548,1
2549,0
2550,1
2551,1
2552,0
2553,1
2554,7
2555,7
2556,0
2557,7
2558,7
2559,4
2560,7
2561,1
2562,4
2563,1
2564,7
2565,7
2566,5
2567,4
2568,6
2569,1
2570,7
2571,4
2572,4
2573,1
2574,4
2575,6
2576,7
2577,1
2578,5
2579,6
2580,1
2581,7
2582,5
2583,6
2584,6
2585,1
2586,1
2587,7
2588,7
2589,7
2590,5
2591,0
2592,6
2593,0
2594,6
2595,1
2596,0
2597,4
2598,7
2599,1
2600,0
2601,7
2602,0
2603,1
2604,7
2605,6
2606,1
2607,1
2608,7
2609,1
2610,5
2611,1
2612,1
2613,1
2614,1
2615,4
2616,4
2617,7
2618,1
2619,6
2620,4
2621,1
2622,5
2623,0
2624,1
2625,1
2626,5
2627,1
2628,1
2629,1
2630,1
2631,1
2632,5
2633,7
2634,7
2635,1
2636,7
2637,4
2638,1
2639,7
2640,5
2641,7
2642,5
2643,2
2644,1
2645,7
2646,4
2647,1
2648,1
2649,1
2650,1
2651,6
2652,1
2653,1
2654,1
2655,6
2656,6
2657,0
2658,2
2659,5
2660,0
2661,6
2662,7
2663,1
2664,0
2665,1
2666,1
2667,1
2668,1
2669,1
2670,7
2671,1
2672,1
2673,1
2674,1
2675,1
2676,6
2677,4
2678,6
2679,1
2680,1
2681,6
2682,1
2683,7
2684,1
2685,7
2686,7
2687,4
2688,5
2689,7
2690,1
2691,1
2692,1
2693,1
2694,6
2695,1
2696,4
2697,1
2698,7
2699,1
2700,4
2701,1
2702,7
2703,1
2704,1
2705,6
2706,6
2707,7
2708,0
2709,5
2710,2
2711,6
2712,7
2713,7
2714,0
2715,4
2716,1
2717,7
2718,6
2719,1
2720,4
2721,7
2722,7
2723,4
2724,1
2725,5
2726,1
2727,4
2728,7
2729,7
2730,6
2731,7
2732,1
2733,1
2734,1
2735,0
2736,1
2737,1
2738,7
2739,5
2740,7
2741,0
2742,4
2743,1
2744,1
2745,1
2746,6
2747,0
2748,4
2749,0
2750,1
2751,1
2752,1
2753,4
2754,7
2755,4
2756,7
2757,1
2758,1
2759,1
2760,0
2761,1
2762,7
2763,7
2764,6
2765,4
2766,7
2767,1
2768,1
2769,1
2770,1
2771,5
2772,6
2773,1
2774,1
2775,5
2776,1
2777,7
2778,1
2779,1
2780,1
2781,6
2782,1
2783,1
2784,4
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,6
2792,4
2793,7
2794,1
2795,0
2796,1
2797,4
2798,1
2799,4
2800,1
2801,7
2802,1
2803,7
2804,7
2805,7
2806,4
2807,4
2808,7
2809,1
2810,7
2811,1
2812,7
2813,7
2814,4
2815,7
2816,7
2817,1
2818,1
2819,6
2820,3
2821,0
2822,7
2823,4
2824,0
2825,7
2826,1
2827,5
2828,1
2829,1
2830,1
2831,1
2832,1
2833,7
2834,1
2835,2
2836,4
2837,0
2838,1
2839,1
2840,5
2841,4
2842,1
2843,7
2844,1
2845,5
2846,6
2847,0
2848,4
2849,1
2850,0
2851,4
2852,6
2853,1
2854,4
2855,5
2856,4
2857,5
2858,1
2859,7
2860,5
2861,1
2862,5
2863,7
2864,7
2865,0
2866,1
2867,7
2868,4
2869,1
2870,4
2871,1
2872,4
2873,4
2874,6
2875,7
2876,0
2877,4
2878,7
2879,7
2880,0
2881,4
2882,7
2883,4
2884,0
2885,0
2886,7
2887,7
2888,4
2889,1
2890,1
2891,4
2892,6
2893,0
2894,1
2895,4
2896,7
2897,7
2898,7
2899,7
2900,1
2901,6
2902,0
2903,4
2904,4
2905,0
2906,4
2907,1
2908,1
2909,1
2910,0
2911,1
2912,1
2913,0
2914,1
2915,7
2916,5
2917,1
2918,7
2919,7
2920,7
2921,1
2922,0
2923,7
2924,1
2925,1
2926,7
2927,1
2928,1
2929,5
2930,4
2931,7
2932,6
2933,6
2934,1
2935,1
2936,1
2937,7
2938,4
2939,1
2940,1
2941,5
2942,1
2943,1
2944,1
2945,7
2946,4
2947,1
2948,1
2949,7
2950,4
2951,6
2952,1
2953,7
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,7
2961,6
2962,4
2963,1
2964,7
2965,1
2966,4
2967,1
2968,6
2969,4
2970,5
2971,1
2972,1
2973,1
2974,0
2975,5
2976,1
2977,0
2978,7
2979,1
2980,6
2981,7
2982,1
2983,7
2984,1
2985,1
2986,7
2987,5
2988,1
2989,7
2990,1
2991,1
2992,7
2993,4
2994,7
2995,6
2996,1
